OBJECTID,HUC12,Name,RarAqRankSW,RarAqSumSW,RarFish,RarAqAmph,RarAqRept,Shape__Area,Shape__Length
299,180800031402,Middle Skedaddle Creek,0,0,0,0,0,40299810.9023438,34795.6533765765
300,180800030507,Lower Deep Creek,0,0,0,0,0,224605793.796875,83273.1247304531
301,180800020105,Painters Creek,0,0,0,0,0,126227264.113281,62301.349857599
302,180800020102,Upper Red Rock Creek,0,0,0,0,0,148105240.34375,65347.5921565933
303,180800010301,Hays Canyon,0,0,0,0,0,17045671.9257812,24308.7427670622
304,180800010202,Fortynine Creek-Frontal Middle Alkali Lake,0,0,0,0,0,100884048.53125,52349.7470614386
305,180800010101,Bidwell Creek-Frontal Upper Alkali Lake,0,0,0,0,0,139144543.269531,70449.6187523219
306,180800010106,Mud Lake-Frontal Upper Alkali Lake,0,0,0,0,0,163303591.128906,73099.8678685498
307,180600100102,Indian Creek,5,0.603774,0,4,2,135592007.933594,72893.4100875484
308,180600130203,Mission Creek-Frontal Santa Barbara Channel,5,0.566038,2,2,2,207967890.320312,89611.9700142286
309,180600070304,Powell Canyon,0,0,0,0,0,78941288.09375,45552.8707154996
310,180600070302,Schoolhouse Canyon-Cuyama River,2,0.150943,0,0,1,222600107.742188,82223.6780880194
311,180300121601,Santos Creek,0,0,0,0,0,81977700.5546875,60447.6828951291
312,180300121504,Town of Lost Hills,0,0,0,0,0,200101100.785156,96490.1826659227
313,180300122104,Liberty Farms South Canal-Frontal Tulare Lake Bed,0,0,0,0,0,170741625.875,67608.9550527903
314,180300120703,Empire Weir Number One-Kings River,0,0,0,0,0,94651277.3867188,60618.3511960751
315,180400070401,Daulton Creek,2,0.150943,0,2,0,101478407.433594,69509.0718705986
316,180400070302,Willow Creek,4,0.377358,0,3,1,86765592.359375,63973.1536005963
317,180400010504,Striped Rock Creek,0,0,0,0,0,98301266.265625,54702.0584766298
318,180400010501,West Fork Chowchilla River,3,0.226415,0,1,1,231606072.285156,96410.459634629
319,180400080303,Cascade Creek,2,0.150943,0,2,0,81960539.0625,50566.7547485253
320,180400080304,Indian Canyon Creek-Merced River,4,0.301887,0,2,1,130409232.425781,82270.806121641
321,180400080204,Middle South Fork Merced River,1,0.075472,0,1,0,238700775.398438,111874.814370601
322,180400080203,Big Creek,3,0.226415,0,3,0,127657658.378906,67056.9778811235
323,180400090303,Kibbie Creek,1,0.075472,0,1,0,67198839.8164062,45318.1203730768
324,180400090503,Falls Creek,2,0.150943,0,2,0,186221255.464844,103375.444417772
325,160502010105,Bagley Valley-East Fork Carson River,0,0,0,0,0,109642459.890625,58134.5287087179
326,180600070201,Ballinger Canyon Wash,0,0,0,0,0,68837082.0664062,47355.7503640355
327,180300031503,Broad Creek,0,0,0,0,0,106402044.796875,64635.9633640827
328,180300031504,Buena Vista Valley-Buena Vista Creek,0,0,0,0,0,150688422.441406,102545.747308066
329,180300031402,Bitter Creek,0,0,0,0,0,69195708.4726562,54729.4082380122
330,180300120806,Jerry Slough,2,0.150943,0,0,1,226822383.167969,76717.641056011
331,180300060805,Lower Elk Bayou,0,0,0,0,0,76185883.2382812,50773.3134446262
332,180300122101,Town of Poplar,1,0.075472,0,1,0,236211687.347656,117642.464307431
333,180300071205,Caesar Ditch-Cross Creek,2,0.150943,0,2,0,165039574.945312,136743.211163409
334,180300071203,Smith Mountain Ditch,2,0.150943,0,2,0,182599599.027344,90208.14455782
335,180400010101,Upper Little Dry Creek,2,0.150943,0,0,1,177934465.984375,65541.6894598849
336,180400061003,Jose Creek,3,0.226415,0,1,1,122983598.523438,50509.7666250515
337,180400080302,Bridalveil Creek,2,0.150943,0,2,0,104993098.425781,57128.2712577024
338,160503020304,Upper Desert Creek,0,0,0,0,0,99721860.9101562,60655.6474104143
339,180701020901,Santa Paula Creek,5,0.698113,3,3,2,173084320.746094,74608.011135542
340,180300031204,Kern Lake Bed,2,0.150943,0,0,1,98526590.921875,43720.4813687806
341,180300040306,Mt. Poso-Poso Creek,0,0,0,0,0,126261472.289062,73946.1775329136
342,180300050602,Big Four Ranch 737 Dam,0,0,0,0,0,67621052.8945312,39417.4755842442
343,180300060703,Lake Heron-Tule River,0,0,0,0,0,92091866.9882812,75667.6081272875
344,180300070802,Lower Sand Creek,3,0.226415,0,3,0,140976037.4375,65182.6952727808
345,180300071001,Stone Corral Canyon-Cottonwood Creek,4,0.301887,0,4,0,157979433.035156,60673.5070930698
346,180300071003,Elbow Creek,0,0,0,0,0,98840660.2070312,64589.6679567442
347,180300060403,Lower Yokohl Creek,0,0,0,0,0,90926203.984375,67388.4629591206
348,180300100501,Upper Dinkey Creek,3,0.283019,1,3,0,145641292.367188,64544.8917367899
349,180300100605,Rancheria Creek-North Fork Kings River,4,0.301887,0,2,1,227151575.484375,80695.0630138365
350,180400060804,Mammoth Pool Reservoir-San Joaquin River,0,0,0,0,0,136586657.929688,89558.8896764649
351,180400090101,Lyell Fork,2,0.150943,0,2,0,182512820.8125,65057.3090049049
352,180400060404,Lower Middle Fork San Joaquin River,2,0.132075,1,1,0,88840845.7929688,47339.223961334
353,180901020201,Deadman Creek,1,0.075472,0,1,0,175758581.425781,64992.9891687265
354,160503010101,Green Creek,1,0.075472,0,1,0,85220277.90625,74996.0801686522
355,180901010401,Lee Vining Creek-Frontal Mono Lake,3,0.283019,1,3,0,195416858.382812,80412.3065189939
356,160503010105,Summers Creek-East Walker River,0,0,0,0,0,181265802.066406,93157.9301758279
357,160503010302,Fryingpan Creek-East Walker River,0,0,0,0,0,102031649.632812,73388.665704171
358,160503020302,Little Smith Valley,0,0,0,0,0,5858431.68359375,10704.2460112208
359,180701040102,Medea Creek,2,0.150943,0,0,1,93263783.3710938,48831.3400507345
360,180701050201,Bell Creek,4,0.301887,0,2,1,138822758.410156,71213.1096605176
361,180701020603,Lake Piru-Piru Creek,5,0.716981,2,4,2,204635288.707031,78869.7675558852
362,180701020506,Hungry Valley,2,0.150943,0,0,1,119969341.976562,61056.2048726423
363,180902061302,Pescado Creek,2,0.150943,0,0,1,166963072.917969,85290.0783418564
364,180701020303,Upper Castaic Creek,4,0.377359,0,1,2,144310170.242188,56137.0443479996
365,180300040304,Mon Canyon-Poso Creek,0,0,0,0,0,75851723.375,49968.7439707002
366,180300060303,Lower South Fork Tule River,0,0,0,0,0,91252909.8242188,57646.2503620082
367,180300070901,Horse Creek,0,0,0,0,0,93147181.4960938,46993.1804468456
368,180300070402,Lower Marble Fork Kaweah River,2,0.150943,0,2,0,94803745.9296875,60279.7889160036
369,180300070401,Upper Marble Fork Kaweah River,1,0.075472,0,1,0,113282394.261719,55018.483533262
370,180701020107,Sand Canyon-Santa Clara River,5,0.54717,3,3,1,229716311.332031,105855.179683529
371,180701050105,Lower Big Tujunga Creek,5,0.698113,3,3,2,188752311.757812,101121.80417932
372,180902061306,Holiday Lake,0,0,0,0,0,112747263.523438,109977.873745804
373,180902061408,Lower Amargosa Creek,0,0,0,0,0,173112210.753906,164790.499640853
374,180300030406,Middle Caliente Creek,1,0.075472,0,1,0,243527656.5,76255.6178761749
375,180300030302,Upper Walker Basin Creek,0,0,0,0,0,87719920.0546875,46919.4041960712
376,180300020702,Isabella Lake-South Fork Kern River,3,0.226415,0,1,1,541370157.207031,152983.745818056
377,180300050102,Headwaters Deer Creek,1,0.075472,0,1,0,76960498.5703125,52081.4007046065
378,180300010501,Freeman Creek-Kern River,1,0.056604,1,0,0,116635023.289062,56883.4891114806
379,180300010105,Whitney Creek-Kern River,1,0.075472,0,1,0,173355150.542969,72401.882348566
380,180300100101,Deadman Canyon,0,0,0,0,0,65123217.4804688,42383.2222276865
381,180300100207,Gardiner Creek-South Fork Kings River,1,0.075472,0,1,0,109933074.070312,50956.4717421257
382,180300100306,Upper Middle Fork Kings River,1,0.075472,0,1,0,124766885.824219,70668.2319153686
383,180300100204,Arrow Creek-South Fork Kings River,1,0.075472,0,1,0,141210195.988281,58040.5362413144
384,180901020501,Rock Creek-Spring Canyon Creek,1,0.056604,1,0,0,240430121.933594,93403.3991742911
385,180901020502,Pellisier Creek-Spring Canyon Creek,0,0,0,0,0,198113347.074219,95289.4843204283
386,160600100702,Lower Huntoon Creek,0,0,0,0,0,3240506.828125,11565.0753981159
387,180901020102,Lower Hutchinson Creek,0,0,0,0,0,85227912.4492188,46739.2950128638
388,180702010002,Huntington Beach-Pacific Ocean,0,0,0,0,0,10204294.140625,51371.8744600385
389,180701050207,Verdugo Wash,3,0.226415,0,1,1,87897990.6679688,53407.8510354962
390,180701050210,Scholl Canyon-Los Angeles River,1,0.075472,0,1,0,95531190.5898438,53007.6152438139
391,180701020105,Arrastre Canyon-Santa Clara River,4,0.396226,3,1,1,211773842.710938,82012.7348544306
392,180902061705,Tropico Hill,0,0,0,0,0,163475474.027344,112035.331602121
393,180902062404,Town of Rosamond,0,0,0,0,0,148845406.425781,59547.2456254225
394,180902061502,Piute Ponds,0,0,0,0,0,82462051.4765625,103916.540338562
395,180902060202,Upper Cottonwood Creek,0,0,0,0,0,64855287.0546875,49743.9349833001
396,180300020201,Lost Creek-South Fork Kern River,1,0.056604,1,0,0,179409638.886719,77699.7459772473
397,180901030201,Bairs Creek,0,0,0,0,0,74928420.1171875,50604.8705329194
398,180901030203,Coyote Canyon-Owens River,0,0,0,0,0,249168617.058594,128270.27581432
399,180901020804,Tinemaha Reservoir-Owens River,2,0.169811,3,0,0,165530730.605469,92260.9017424163
400,180902010104,Payson Canyon,1,0.075472,0,1,0,85278176.2109375,54500.5795261511
401,180701060603,Brea Creek-Coyote Creek,3,0.226415,0,1,1,185321366.011719,96884.4216917212
402,180702030902,Lower Santiago Creek,4,0.301887,0,2,1,159287596.683594,103198.312131916
403,180701060205,Lower West Fork San Gabriel River,5,0.773585,3,4,2,68958771.984375,48971.7914370481
404,180701060601,Santa Fe Flood Control Basin-San Gabriel River,5,0.849057,3,5,2,208460539.648438,104053.100548325
405,180701060302,Cattle Canyon,4,0.320755,3,2,0,77494676.3867188,44433.5942861942
406,180902061903,Lovejoy Springs,0,0,0,0,0,152644108.035156,133928.153156728
407,180902062302,Buckhorn Lake,0,0,0,0,0,160746272.089844,99782.0462026866
408,180902062107,180902062107,0,0,0,0,0,65882690.1445312,51560.0832100827
409,180902060404,180902060404-Cache Creek,0,0,0,0,0,88966566.9570312,70324.4491633514
410,180902062105,Galileo Hill,0,0,0,0,0,103739514.011719,80243.1747869849
411,180902062108,Town of Boron,0,0,0,0,0,152811966.796875,74853.4763051986
412,180902050803,Sheep Spring,0,0,0,0,0,220606026.742188,96473.3940495954
413,180902050405,Freeman Gulch,0,0,0,0,0,99607549.5195312,62923.2846141032
414,180902050502,Little Lake,1,0.056604,1,0,0,203146940.425781,104341.782744625
415,180902050804,Lark Seep-China Lake,1,0.056604,1,0,0,324626771.167969,136493.611632032
416,180902050302,Cactus Peak,0,0,0,0,0,23592474.9335938,27375.9081920258
417,180902010805,180902010805,0,0,0,0,0,189635545.695312,78569.2014498438
418,180703010103,Arroyo Trabuco,5,0.716981,2,4,2,204502156.808594,109909.805705962
419,180703010203,Lower San Mateo Creek,5,0.641509,2,3,2,196779436.816406,75389.533866838
420,180703010102,Middle San Juan Creek,5,0.433962,1,3,1,151615356.777344,80195.8287590359
421,180702020308,Lake Elsinore,0,0,0,0,0,145230142.640625,70310.5665882989
422,180702030706,Lower Chino Creek,2,0.150943,0,0,1,169675506.878906,88387.40670642
423,180702031001,Aliso Creek-Santa Ana River,4,0.358491,1,2,1,142244370.003906,64973.1908396407
424,180702030305,Cajon Wash-Lytle Creek,4,0.358491,1,2,1,133953251.164062,84028.6022827572
425,180902080402,Black Mountain-Frontal El Mirage Lake,0,0,0,0,0,94993501.4257812,83725.0801393599
426,180902080401,Sheep Creek,2,0.150943,0,0,1,120750078.226562,100415.72870043
427,180702030301,Upper Cajon Wash,4,0.358491,1,2,1,154933024.660156,74056.2109780373
428,180902080901,Haystack Butte,0,0,0,0,0,174045427.730469,63107.6401646548
429,180902070803,The Buttes,0,0,0,0,0,94271339.515625,81344.5657714065
430,180902051001,Upper Teagle Wash,0,0,0,0,0,198321399.367188,66703.4983180293
431,180902050902,180902050902,0,0,0,0,0,181622443.933594,82647.7119261603
432,180902050604,Deadman Canyon,0,0,0,0,0,102420481.523438,51017.5526829357
433,180902050601,Wilson Canyon,0,0,0,0,0,119281475.816406,61867.3622277783
434,180902040301,Upper Darwin Wash,0,0,0,0,0,108784602.445312,60819.4207107082
435,180902041202,Water Canyon,0,0,0,0,0,108954340.9375,83274.6335017227
436,180902010803,180902010803,0,0,0,0,0,150697145.941406,68761.6900214885
437,180902010503,The Racetrack,0,0,0,0,0,127820576.800781,60998.9571895614
438,180902010801,Grapevine Canyon,0,0,0,0,0,140905380.121094,58166.241800707
439,180902030201,Tin Mountain,0,0,0,0,0,219370653.496094,83309.3368529555
440,180902030109,180902030109-Death Valley Wash,0,0,0,0,0,175944393.761719,116044.806769735
441,180703040401,Carroll Canyon,3,0.226415,0,1,1,66637215.5703125,52940.5468842909
442,180703030501,Buena Vista Creek,2,0.150943,0,0,1,80781023.5234375,57741.6374890291
443,180703030502,Agua Hedionda Creek,0,0,0,0,0,109937607.589844,62199.7135188796
444,180703030205,Rice Canyon-San Luis Rey River,1,0.075472,0,1,0,93912516.2148438,55640.3252896122
445,180702030507,Santa Anna Wash-Santa Anna River,4,0.358491,1,2,1,150605314.742188,88060.5949149605
446,180902080707,Town of La Delta-Mojave River,0,0,0,0,0,148096682.714844,61293.2178866534
447,180902070901,Grass Valley,0,0,0,0,0,168799660.691406,66636.5082556781
448,180902040603,Moonshine Spring-Pilot Knob Valley,0,0,0,0,0,149569584.839844,89062.9351160141
449,180902040803,Layton Pass-Panamint Valley,0,0,0,0,0,161090882.632812,75496.0866454423
450,180902041003,Warm Sulphur Springs,0,0,0,0,0,75648839.9921875,74139.1553045906
451,180902041204,Pleasant Canyon-Panamint Valley,0,0,0,0,0,219043321.03125,102674.126594269
452,180902030401,Jayhawker Canyon,0,0,0,0,0,82077590.390625,51916.6518921738
453,180902030605,Niter Beds,0,0,0,0,0,151776575.125,77249.2514156958
454,180902030405,Mosaic Canyon-Emigrant Wash,0,0,0,0,0,160732740.03125,65143.3933027895
455,180703041001,Dulzura Creek,5,0.528302,0,3,2,178671574.730469,67759.8650444796
456,180703040703,Los Coches Creek-San Diego River,5,0.45283,0,2,2,191834652.042969,85269.2707975459
457,180703030202,Pauma Creek-San Luis Rey River,5,0.660377,1,4,2,189158826.289062,68693.1880851174
458,180703040203,Upper Santa Maria Creek,4,0.301887,0,2,1,169748492.597656,77990.5230169225
459,180702020201,Potrero Creek,1,0.075472,0,1,0,138247329.191406,73989.3457451455
460,181001000503,Rabbit Lake,0,0,0,0,0,94952677.6445312,88911.9072646209
461,181001000402,Box S Springs,0,0,0,0,0,122541289.875,75168.060222114
462,181001000301,Blackhawk Canyon,0,0,0,0,0,78588764.1835938,51120.6532068765
463,181001000101,Upper North Lucerne Valley,0,0,0,0,0,144557829.894531,64278.1818541487
464,180902081104,Daggett Wash,0,0,0,0,0,90033822.625,64936.1129114779
465,180902070406,East Well-Superior Lake,0,0,0,0,0,152207815.589844,82827.7776099038
466,180902070402,180902070402,0,0,0,0,0,81606684.7851562,47646.2435812117
467,180902031803,180902031803-Frontal Owl Lake,0,0,0,0,0,207401610.949219,84163.7032390402
468,180902032101,Butte Valley,0,0,0,0,0,71677529.4296875,42144.3913378113
469,180902032209,180902032209,0,0,0,0,0,130805821.046875,49030.3595385508
470,180902030901,Blackwater Wash,0,0,0,0,0,125412336.578125,57033.9328761809
471,180902030904,Devils Golf Course-Salt Creek,0,0,0,0,0,244186611.632812,84935.3466324526
472,180902030806,Indain Pass,0,0,0,0,0,153136094.757812,68302.9909212381
473,180902020701,180902020701,0,0,0,0,0,42341255.3632812,38048.1412685814
474,180902020302,McDonald Spring,0,0,0,0,0,857236.15234375,7892.5534939707
475,180703040802,Taylor Creek,4,0.301887,0,2,1,77114381.359375,46168.6628589853
476,180703050802,Middle Pine Valley Creek,4,0.377359,0,1,2,146101964.402344,73322.671756098
477,180703030105,Matagual Creek-San Luis Rey River,5,0.509434,1,0,3,190841075.9375,93042.939146387
478,181002030302,Borrego Palm Canyon,3,0.207547,1,2,0,214102510.652344,80147.7959034956
479,180702020101,Upper South Fork San Jacinto River,3,0.226415,0,1,1,239151419.183594,79174.4289283799
480,181002030202,Horse Canyon,0,0,0,0,0,110869673.621094,56349.6488188986
481,180702020102,Strawberry Creek-San Jacinto River,3,0.226415,0,1,1,95614120.3671875,48015.4583587657
482,181002010106,Snow Creek,1,0.075472,0,1,0,64717113.4726562,38095.5433251812
483,181002010602,Town of Thousand Palms,0,0,0,0,0,220256186.203125,79873.8517069319
484,181002010401,Big Morongo Creek,0,0,0,0,0,150189401.042969,70305.5413524445
485,181001000902,Headwaters Pipes Wash,0,0,0,0,0,92681355.265625,59501.698242157
486,181001000903,Chaparrosa Wash-Pipes Wash,0,0,0,0,0,84586089.5039062,63767.9954321768
487,181001001001,Means Lake,0,0,0,0,0,184257559.894531,85156.5994459023
488,180902081304,Town of Hector,0,0,0,0,0,151335896.925781,64325.2785406844
489,180902070106,Bicycle Lake,0,0,0,0,0,98181293.6445312,68873.5381610637
490,180902032002,Confidence Wash-Amargosa River,1,0.056604,1,0,0,455780055.585938,102593.612617343
491,180902021701,Epaulet Peak,0,0,0,0,0,155049769.960938,70585.6987044359
492,180902021203,Franklin Well-Amargosa River,0,0,0,0,0,242264206.089844,92275.1001769066
493,180902021202,Ash Tree Spring,0,0,0,0,0,2824410.02734375,7628.60825552556
494,181002020104,Canebrake Wash,0,0,0,0,0,103706228.414062,57285.6640446768
495,181002020105,Middle Vallecito Creek,0,0,0,0,0,175023240.363281,85733.788777182
496,181002030303,Borrego Valley,0,0,0,0,0,92079446.8398438,62614.7658885122
497,181002030405,Pinyon Wash,0,0,0,0,0,74946802.9257812,42707.2688995602
498,181002030206,Lower Coyote Creek,0,0,0,0,0,123215055.160156,102675.134140269
499,181002030701,Palo Verde Wash,0,0,0,0,0,74608691.4453125,77666.7648392697
500,181002010804,Guadalupe Creek-Whitewater River,2,0.132075,1,1,0,419740858.691406,159918.224015245
501,181001001801,Copper Mountain,0,0,0,0,0,76634789.3789062,43068.6457775123
502,181001001301,Quackenbush Lake,0,0,0,0,0,224177922.476562,72141.4586646523
503,181001001302,Bullion Wash,0,0,0,0,0,186001685.136719,80907.2832625758
504,181001002003,Morgan Wells,0,0,0,0,0,218935159.804688,86301.6282011082
505,180902081706,East Cronise Lake,0,0,0,0,0,132299965.011719,63766.2035580886
506,180902082504,180902082504,0,0,0,0,0,133007735.191406,61593.1491768875
507,180902031502,Saddle Peak Hills,0,0,0,0,0,149053132.226562,63876.0741580206
508,180902022005,Tecopa Wash-Amargosa River,1,0.113208,2,0,0,175781613.117188,94452.9606695301
509,180902031501,Dumont Dunes-Amargosa River,1,0.113208,2,0,0,90118281.6992188,74959.8140971881
510,180902031206,Kingston Spring-Kingston Wash,0,0,0,0,0,266601399.390625,158594.809980523
511,180902021802,Twelvemile Spring,0,0,0,0,0,155665460.289062,63137.1620655573
512,181002040904,Pinto Canyon,0,0,0,0,0,39767029.3515625,41346.4183480303
513,181002040905,Pinto Wash,0,0,0,0,0,53808917.2070312,54585.4371265632
514,181002041505,Palm Wash-Frontal Salton Sea,0,0,0,0,0,171343547.289062,79651.6434668666
515,181001002101,Split Rock,0,0,0,0,0,129093540.898438,73835.6983753111
516,181001002302,Twentynine Palms Mountain,0,0,0,0,0,68883349.0546875,48183.580390584
